!	!	!	PUNCT
"	"	''	PUNCT
''n	''n	DET	DET.Ind.Acc.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Fem	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Masc	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''n	''n	DET	DET.Ind.Nom.Sg.Neut	1.0	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
''t	''t	PRON.2.Acc.Sg.clit	PRON.2.Acc.Sg.clit
leef	lEf	lEv	ADJ.Pos.Pred
leeg	lEg	ligen	VERB.3.Sg.Ind.Prt.st
leegen	lE'gen	lÖgen	VERB.Inf
leep	lEp	lOpen	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leep	lEp	lOpen	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leet	lEt	låten	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leet	lEt	låten	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leew	lEv	lEv	ADJ.Pos.Masc.Nom.Sg.Ind
leewe	lE've	lEv	ADJ.Pos.Fem.Acc.Sg.Ind
leewe	lE've	lEv	ADJ.Pos.Neut.Acc.Sg.Def.hd
leewer	lE'ver	lEv	ADJ.Pos.Masc.Nom.Sg.Ind
legen	le'gen	ligen	VERB.PPast.st
leggen	le'gen	legen	VERB._.Pl.Ind.Prs
leggen	le'gen	legen	VERB.Inf
leggt	legt	ligen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leggt	legt	ligen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leggt	legt	ligen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leggt	legt	ligen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
legt	legt	ligen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
legt	legt	ligen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
legt	legt	ligen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
legt	legt	ligen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lehrt	lErt	lEren	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lehrt	lErt	lEren	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lehrt	lErt	lEren	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lehrt	lErt	lEren	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lehrt	lErt	lEren	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
leider	lei'der	leider	ADV	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesen	le'sen	lÄsen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesen	le'sen	lÄsen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesst	lest	lÄsen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesst	lest	lÄsen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesst	lest	lÄsen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesst	lest	lÄsen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lesst	lest	lÄsen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lett 	let 	låten 	VERB.3.Sg.Ind.Prs
letzt	letst	letst	ADV.Spv
letzt'	letst'	letst	ADJ.Spv.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Fem.Nom.arch.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Masc.Nom.emph.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Neut.Acc.wk.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Neut.Nom.wk.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Pl.Acc.st.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADJ.Spv.Pl.Nom.st.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzt'	letst'	letst	ADV.Spv.hd	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
letzte	lets'te	letst	ADJ.Spv.Fem.Dat.Sg.Ind
letzte	lets'te	letst	ADJ.Spv.Neut.Acc.Sg.Def
letzten	lets'ten	letst	ADJ.Spv.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lichte	lix'te	lixt	ADJ.Pos.Fem.Acc.Sg.Ind
lichten	lix'ten	lixt	ADJ.Pos.Pl.Dat.Ind
lichten	lix'ten	lixt/ADJ.Pos-en	ADV.reg
lied'	lId	lIden	VERB.1.Sg.Ind.Prs
lieden	lI'den	lIden	VERB.Inf
liegt	lIgt	ligen	VERB.1.Sg.Ind.Prt.wk.hd	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liegt	lIgt	ligen	VERB.2.Pl.Imp.hd	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liegt	lIgt	ligen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liegt	lIgt	ligen	VERB.3.Sg.Ind.Prt.wk.hd	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liegt	lIgt	ligen	VERB.PPast.wk.hd	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liggen	li'gen	ligen	VERB.Inf
liggt	ligt	liggen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liggt	ligt	liggen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liggt	ligt	liggen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liggt	ligt	liggen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
liggt	ligt	liggen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
linke	lin'ke	link	ADJ.Pos.Fem.Acc.Sg.Def
linker	lin'ker	link	ADJ.Def.Neut.Nom.Pos.Sg	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
littst	litst	lIden	VERB.2.Sg.Ind.Prs
loahm	låm	låm	ADV
loat	låt	låten	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
loat	låt	låten	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
loaten	lå'ten	låten	VERB.Inf
loaten	lå'ten	låten	VERB.PPast.st
loaten	lå'ten	låten	VERB._.Pl.Ind.Prs
loaten	lå'ten	låten	VERB._.Pl.Ind.Prt?.st?
löhmt	lÖmt	lÖmen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löhmt	lÖmt	lÖmen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löhmt	lÖmt	lÖmen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löhmt	lÖmt	lÖmen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löhmt	lÖmt	lÖmen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
loopen	lO'pen	lOpen	VERB.Inf
loos	lOs	lOs	ADV
löppt	löpt	lOpen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löppt	löpt	lOpen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
löppt	löpt	lOpen	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
los	lOs	lOs	ADV
los	lOs	lOs	PART
löschen	löSen	VERB.Inf
losmascheeren	lOs'ma'SE'ren	lOs/ADV+marSEren	VERB.Inf
lu'rn	lUrn	lUren	VERB._.Pl.Ind.Prs
lu'rt	lUrt	lUren	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lu'rt	lUrt	lUren	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lu'rt	lUrt	lUren	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lu'rt	lUrt	lUren	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lu'rt	lUrt	lUren	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lüden	lÜ'den	lÜden	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lüden	lÜ'den	lÜden	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lüggst	lügst	lÖgen	VERB.2.Sg.Ind.Prt.st.vi	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lumpen	lum'pen	lumpen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lumpen	lum'pen	lumpen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lust'gen	lust'gen	lustig	ADJ.Pos.Masc.Nom.Sg.Ind
lust'gen	lust'gen	lustig	ADJ.Pos.Masc.Acc.Sg.Ind
lustig	lus'tig	lustig	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lustig	lus'tig	lustig	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
lütte	lü'te	lüt	ADJ.Pos.Neut.Acc.Sg.Def
luuter	lU'ter	lUter	ADV
mächtig	mex'tig	mextig	ADV
Mänchmoal	menx'mål	menig/DET.Quant-mål	ADV
mankennänner	mank'En'en'er	mank/ADP+Enäner/PRON.Rec	ADV
marken	mar'ken	märken	VERB.Inf
markt	markt	märken	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
markt	markt	märken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
markt	markt	märken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
markt	markt	märken	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
markt	markt	märken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
markt'	markt'	märken	VERB.1.Sg.Ind.Prt.wk
marscheeren	mar'SE'ren	marSEren	VERB.Inf
mäten	mÄ'ten	mÄten	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mäten	mÄ'ten	mÄten	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
matt	mat	mat	ADJ.Pos.Pred
Matzens	ma'tsens	mats	PROPN.Nom.Pl_en_s	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meen	mEn	mEnen	VERB.1.Sg.Ind.Prs
meenen	mE'nen	meinen	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meenen	mE'nen	meinen	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meenst	mEnst	meinen	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meent	mEnt	meinen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meent	mEnt	meinen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meent	mEnt	meinen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meent	mEnt	meinen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meent	mEnt	meinen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent	mEnt	meinen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent	mEnt	meinen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent	mEnt	meinen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent	mEnt	meinen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent	mEnt	meinen	VERB.PPast.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent'	mEnt'	meinen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent'	mEnt'	meinen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent'	mEnt'	meinen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meent'	mEnt'	meinen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meint	meint	meinen	VERB.1.Sg.Ind.Prt.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meint	meint	meinen	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meint	meint	meinen	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meint	meint	meinen	VERB.3.Sg.Ind.Prt.wk	0.551569506726457	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meist	meist	meist	ADV
Meist'	meist	meist	ADJ.Spv.Neut.Acc.Sg.Def
Meist'	meist	meist/ADJ.Spv	NOUN.Neut.Acc.Sg
Meisten	meis'ten	meist	ADJ.Pos.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meisten	meis'ten	meist	ADJ.Pos.Pl.Acc.wk	0.961538461538462	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meisten	meis'ten	meist	ADJ.Pos.Pl.Nom.wk	0.961538461538462	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Meister	meis'ter	meister	NOUN.Masc.Nom.Sg
Meister	meis'ter	meister	NOUN.Masc.Dat.Sg
Meister	meis'ter	meister	NOUN.Masc.Acc.Sg
Meldung	mel'dung	meldung	NOUN.Fem.Acc.Sg.hd
meng'	meng'	mengen	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
meng'	meng'	mengen	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Mi	mI	ik	PRON.1.Sg.Acc.Sg
Mi	mI	ik	PRON.1.Sg.Dat.Sg
middelst	mi'delst	midel	ADJ.Spv.Fem.Nom.Sg.Def
mie	mI	ik	PRON.1.Acc.Sg
mie	mI	ik	PRON.1.Dat.Sg
Mien	mIn	DET	DET.1.Poss.Sg.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mien	mIn	DET	DET.1.Poss.Sg.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Mien'	mIn	ik	DET.Poss.1.Sg.Fem.Acc.Sg
Mien'	mIn	mIn	NOUN.Fem.Acc.Sg
mien'n	mI'n	DET	DET.1.Poss.Sg.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
miene	mI'ne	ik	DET.Poss.Fem.Acc.Sg
miene	mI'ne	ik	DET.Poss.Fem.Dat?.Sg
mienem	mI'nem	ik	DET.Poss.1.Sg.Neut.Dat.Sg
Mienen	mI'nen	DET	DET.1.Poss.Sg.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mienen	mI'nen	DET	DET.1.Poss.Sg.Masc.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Millnitz	mil'nits	milnits	PROPN.Top.Neut.Dat.Sg
mine	mI'ne	ik	DET.Poss.1.Sg.Fem.Dat.Sg?
mine	mI'ne	ik	DET.Poss.1.Sg.Pl?.Dat
Mit	mit	mid	ADP
mitt	mit	mid	ADP
mitunner	mit'un'ner	mid/ADP+uner/ADV	ADV
Moackt	måkt	måken	VERB.3.Sg.Ind.Prs?
Moackt	måkt	måken	VERB.3.Sg.Ind.Prt?
Moag	måg	måg?	NOUN.Fem?.Acc.Sg
Moagen	må'gen	mågen	NOUN.Masc.Dat.Sg
Moagen	må'gen	mågen	NOUN.Masc.Nom.Sg
Moagischtroat	må'giS'tråt	mågistråt	NOUN.Masc.Nom.Sg
möaglich	mœg'lix	mœglix	ADJ.Pos.Fem.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADJ.Pos.Masc.Nom	0.925373134328358	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADJ.Pos.Neut.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADJ.Pos.Neut.Nom.wk	0.91044776119403	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADJ.Pos.Pl.Acc.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADJ.Pos.Pl.Nom.wk	0.90547263681592	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglich	mœg'lix	mœglix	ADV	0.696517412935323	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Fem.Nom.arch	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Masc.Nom.emph	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Neut.Acc.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Neut.Nom.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Pl.Acc.st	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADJ.Spv.Pl.Nom.st	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möaglichst	mœg'lixst	mœglix	ADV.Spv	0.5	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moak	måk	måken	VERB.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moak	måk	måken	VERB.2.Sg.Imp	0.865079365079365	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moaken	må'ken	måken	VERB.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moaken	må'ken	måken	VERB._.Pl.Ind.Prs	0.865497076023392	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moakt	måkt	måken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moakt	måkt	måken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
moakt	måkt	måken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Moal	mål	mål	ADV
Moandag	mån'dag	mån-dag	PROPN.Masc.Dat.Sg
möckst	mökst	måken	VERB.2.Sg.Ind.Prt.st.vi	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Möckt	mökt	måken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Möckt	mökt	måken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Möckt	mökt	måken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möckt	mökt	måken	VERB.2.Pl.Imp	0.663677130044843	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möckt	mökt	måken	VERB.3.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möckt	mökt	måken	VERB.PPast.wk	0.556053811659193	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möd'	mÖd	mÖd	ADJ.Pos.Pred
mööd	mÖd	mÖd	ADV
mööd'	mÖd	mÖd	ADJ.Pos.Pred
Mook	mOk	måken	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Mook	mOk	måken	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mook	mOk	måken	VERB.1.Sg.Ind.Prt.wk.st	0.931034482758621	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mook	mOk	måken	VERB.3.Sg.Ind.Prt.wk	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möök	mÖk	måken	VERB.1.Sg.Sbj.Prt.st.st	0.6	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möök	mÖk	måken	VERB.3.Sg.Sbj.Prt.st	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
möök	mÖk	måken	VERB._.Pl.Sbj.Prt.st	0.6	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mooken	mO'ken	måken	VERB._.Pl.Ind.Prt.st.vi
Mordbild	mord'bild	mord/NOUN.Masc+bild	NOUN.Neut.Nom.Sg
Mordbild	mord'bild	mord/NOUN.Masc+bild	NOUN.Neut.Acc.Sg
Mordbild	mord'bild	mord/NOUN.Masc+bild	NOUN.Neut.Dat?.Sg
Morg'n	mor'gen	morgen	ADV
Morg'n	mor'gen	morgen	NOUN.Masc.Dat.Sg
Mostreck-Büss'	mos'trek'büs	mostrek/NOUN.Masc+büs	NOUN.Fem.Acc.Sg
Müchst	müxst	müxten	AUX.2.Sg.Sbj.Prt
Mucht	muxt	müxten	AUX.3.Sg.Sbj.Prt.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mucht	muxt	müxten	AUX.3.Sg.Sbj.Prt.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mücht	müxt	müxten	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
Mucht'	muxt	müxten	AUX.3.Sg.Ind.Prt
mücht'	müxt'	müxten	AUX.1.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
muchten	mux'ten	müxten	AUX._.Pl.Ind.Prt.st
müchten	müx'ten	müxten	AUX._.Pl.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
mucken	muk'en	muken	VERB.Inf
muckst'	mukst'	muken	VERB.2.Sg.Ind.Prs	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müdd'	müd'	müden	AUX.2.Pl.Imp.hd	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müdd'n	mü'den	müden	AUX._.Pl.Ind.Prs
müdden	mü'den	müden	AUX.Inf	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
müglich	müg'lix	mœglix	ADJ.Pos.Fem.Acc	1	dict/vocab.json	full_forms/hill-1868-schnurren.from_dict.tsv
